,rowNum,ID,actrorID,cdateTime,followerCount,statusesCount,tweetType,body,countryregion,Longitude,Latitude,relevant
253,910134,642737911939469313,3315631663,2015-09-12 16:33:54.000,88,234,tweet,MSFTS Radio is pretty fire emojis,None,-122.420497,37.895308,0
255,926272,642740490274766848,22412456,2015-09-12 16:44:09.000,3981,4562,tweet,Riding amp playing my fire drum trike i call the RealmsMobile at burningman 2015 with fire dancers https t co x04VQjWvRr,California,-120.00573999999999,35.002086,0
258,938021,642742379166986240,2273532210,2015-09-12 16:51:39.000,689,6592,tweet,Fire friends and sexually unbiased piggy back rides Utah Lake https t co nSOrklsFqR,None,-114.052999,36.997904999999996,0
260,943030,642743203582513152,161355617,2015-09-12 16:54:55.000,174,9643,tweet,26DrDeath I don t see Cincy running on us Going to make them pass and if we put pressure on fire crotch will be fine,None,-117.90471699999999,33.77319,0
262,957995,642745548169048064,1067363478,2015-09-12 17:04:14.000,238,2371,tweet,you re the fire and the flood,None,-119.93256799999999,36.648905,0
263,958452,642745615282143232,2753846714,2015-09-12 17:04:30.000,72,1010,tweet,My poor family nobody s being able to get contacted and the fire keeps spreading Please PLEASE pray for my family and I,None,-122.069956,37.454962,1
264,967246,642747019392454657,438644983,2015-09-12 17:10:05.000,743,4923,tweet,My goes out to all the families that have lost their homes to this fire Seeing my grandparents lose theirs is ing 72acresgone,California,-120.879351,37.589058,1
267,972645,642747846962249728,249826185,2015-09-12 17:13:23.000,1687,68372,tweet,Right lane blocked vehicle fire in LasVegas on I 15 NB at Owens Ave VegasTraffic http t co 5rmaMyCQ1w,Nevada,-115.212251,36.184836,1
268,980622,642749043148460032,96035972,2015-09-12 17:18:08.000,1615,8505,tweet,Anyone else wake up to their white lady neighbor blasting Chinese Buddhist music To her credit I am ready to set myself on fire now,California,-122.514926,37.708075,0
269,989613,642750416925515776,54655771,2015-09-12 17:23:35.000,2299,77488,tweet,FearTWD hmm My local fire just rolled up to make milkshakes safe FearTWD http t co FV6mv6DMjc,None,-117.9582193,33.563618,0
270,991736,642750730965639169,1619134154,2015-09-12 17:24:50.000,120,7834,quote,Butthole on fire pooping every min huh https t co cgisL6MUiI,None,-121.41687160000001,37.883347,1
275,1012069,642753807730896896,628707466,2015-09-12 17:37:04.000,523,22801,tweet,Stupid fire Stupid air quality This is why I wanna get out of Fresno,None,-119.93256799999999,36.648905,1
278,1035215,642757329654431745,2241824342,2015-09-12 17:51:03.000,223,531,tweet,I love how outside smells like fire but I hate the reason why it smells like fire,None,-121.111768,38.621986,1
279,1037567,642757709159202816,190923709,2015-09-12 17:52:34.000,191,153,tweet,NBCChicagoFire assistants of course find the Fire Dept at Disney ChicagoFire wolfpackbonding ShelbyLynC http t co sElrG7g5uO,California,-118.017789,33.788913,0
280,1047067,642759198850224130,352510873,2015-09-12 17:58:29.000,81,4350,tweet,My family lost everything in the gold country fire,California,-122.34266000000001,37.699279,1
281,1047310,642759231511261184,2925117782,2015-09-12 17:58:37.000,277,5262,tweet,Big ass fire,California,-121.520904,37.672745899999995,1
288,1121461,642770440897761280,526951955,2015-09-12 18:43:09.000,2408,55586,tweet,F IS FOR FIRE THAT BURNS DOWN THE WHOLE TOWN,None,-117.117116,32.582128000000004,0
290,1126756,642771227090640896,173866970,2015-09-12 18:46:17.000,386,7488,tweet,I ve been out of my house in my car for 5 minutes and my lungs already feel like they re on fire RoughFire,None,-119.93256799999999,36.648905,1
291,1127771,642771376609193984,142065852,2015-09-12 18:46:52.000,1505,143252,tweet,man the reception building is too fire,None,-121.89067,37.337659,0
292,1129237,642771602648596480,183159016,2015-09-12 18:47:46.000,31,1347,tweet,Pour the wine light the fire Girl your wish is my command I submit to your demand I ll do anything Girl you need only ask Boys2Men,None,-117.28253799999999,32.53962,0
293,1136376,642772678714064896,2286943724,2015-09-12 18:52:03.000,186,3472,tweet,My brother says Lotus firefly Instead of focus fire the gun,None,-118.037975,33.873395,0
294,1137603,642772863762608128,954572900,2015-09-12 18:52:47.000,423,14138,tweet,This fire is really starting to worry me,None,-119.93256799999999,36.648905,1
296,1138881,642773060756619264,2250527814,2015-09-12 18:53:34.000,133,5156,tweet,Incoming ButteFire Fire FireTrucks FireCrew SantaBarbara Incoming https t co nui3qAsWpB,None,-120.821228,38.359628,1
300,1167781,642777127218053120,44076256,2015-09-12 19:09:44.000,1131,20568,tweet,tonight THE TRIP ZONE is OPEN _ we got four lasers and our hands are on fire mozhganjoon joins me https t co NMCDxvZZO1,California,-122.514926,37.708075,0
301,1183433,642779418335670272,2346496166,2015-09-12 19:18:50.000,522,25139,tweet,radicalxtori and then directly across the street from Disneyland and a little down the road is Fire And Ice Amazing experience,None,-117.28253799999999,32.53962,0
305,1193622,642781023047016449,196345500,2015-09-12 19:25:12.000,285,1600,tweet,curleyt13 Yes thought that this was very good New Yorker has been on fire last few years,None,-118.66840400000001,33.704538,0
306,1194776,642781198851268608,566756933,2015-09-12 19:25:54.000,566,24073,tweet,there was a fire literally near my house,None,-121.07434199999999,37.59485,1
307,1196448,642781451058941952,14402782,2015-09-12 19:26:54.000,1044,19864,tweet,brittanyxweaver have you checked with the Fire Marshall yet to see what the room capacity is,California,-117.72136,33.606781,0
309,1200595,642782110961541120,14308635,2015-09-12 19:29:32.000,11909,45671,tweet,Amazingly this pool was up and running the day after the big fire resolve Bamboo Pool cosmopolitan_lv https t co VW56YX0EOb,California,-115.20925349999999,35.98478400000001,0
313,1211573,642783732525436929,550701721,2015-09-12 19:35:58.000,128,6487,tweet,So saddened by all who s being affected by the Butte Fire SendingPrayers,None,-124.482003,32.528832,0
315,1214175,642784088588312576,26867416,2015-09-12 19:37:23.000,594,9945,quote,This fire is nuts It s spreading so dang fast https t co AJqxwHcJMW,Nevada,-115.15814270000001,35.917792999999996,1
318,1222509,642785306882609152,2738121791,2015-09-12 19:42:14.000,543,12979,tweet,I feel so terrible for the people that are suffering from the fire right now,California,-121.66021299999998,39.068913,1
319,1222887,642785367179956224,18332868,2015-09-12 19:42:28.000,135,2702,tweet,Too hot to do anything outside computer is in Oceanside so no D3 Time to fire up Destiny and check out 2 0 http t co kqkc1e4it0,California,-117.28253799999999,32.53962,0
320,1227461,642786088910635008,58352207,2015-09-12 19:45:20.000,637,12866,tweet,Fire fighters are so attractive my goodness,None,-122.03531100000001,37.193164,1
321,1228441,642786250466836480,3227515927,2015-09-12 19:45:59.000,146,252,tweet,Who s got some fire bud,None,-119.075005,35.397139,0
322,1233046,642787012852887556,2701490042,2015-09-12 19:49:00.000,604,4483,tweet,I am so proud of OUR USCG FDNY NYPDUS and all the Captains of these vessels that showed courage and grace under fire,Nevada,-115.15814270000001,35.917792999999996,0
323,1233410,642787072835776512,24251474,2015-09-12 19:49:15.000,2344,14267,tweet,Can t wait to work with SEVEN HUNDRED young people on fire for change https t co ov7NUkMJIL,Ohio,-118.017789,33.788913,0
325,1238610,642787894525095936,625751316,2015-09-12 19:52:31.000,65,1557,tweet,Planning my next epic ride ValleyOfFire Valley of Fire State Park https t co LsvT2ipsMV,Nevada,-120.00573999999999,35.002086,0
327,1242165,642788442036940801,2493356156,2015-09-12 19:54:41.000,108,723,tweet,Can I get a POOOOKAAAAY special AhiTuna salmon poke fire FoodPorn vsco vscocam North https t co yBFya6SycM,California,-118.10856799999999,33.84596,0
328,1249824,642789668258353153,3043878702,2015-09-12 19:59:34.000,15,80,tweet,We shot the fire extinguisher off the roof last night and it was soooo worth it,California,-117.88486440000001,33.8537551,1
329,1251166,642789858637819904,1495975435,2015-09-12 20:00:19.000,5984,67543,tweet,Hypolytaviola calfune john_mark95 The fire is 1 trend on Twitter ButteFire Oh my Pretty scary,,-124.482003,32.528832,1
330,1264630,642791964753068032,21170130,2015-09-12 20:08:41.000,134,251,quote,While ModestoFire has 4 engines amp numerous FFs the ButteFire we r fully staffed home we needed them this fire https t co CxoSmUlVXQ,California,-121.15170400000001,37.7174412,1
331,1265174,642792053886218240,291580703,2015-09-12 20:09:02.000,881,40388,tweet,the fire is bigger than the entire city of Fresno,None,-119.56273799999998,36.603513,1
332,1268305,642792561141125120,1158796550,2015-09-12 20:11:03.000,438,6197,tweet,I loved the two fire alarms during the ACT,None,-119.73226299999999,36.782957,0
333,1268845,642792648101629952,3067100594,2015-09-12 20:11:24.000,35,2585,tweet,Explosive fire forces evacuations in Northern Calif http t co uWVpzlFGyB via USATODAY Depoetic,California,-119.172179,35.25582100000001,1
334,1283437,642794979027324928,252655015,2015-09-12 20:20:40.000,84,597,tweet,StationCDRKelly If you re heading over California can you get a shot of the insane fire burning in the Foothills,California,-124.482003,32.528832,1
335,1283947,642795068466728960,1495975435,2015-09-12 20:21:01.000,5995,67554,tweet,Hypolytaviola calfune john_mark95 We have a plan I really feel the fire will come here The adversary evac is just a precaution,,-124.482003,32.528832,1
336,1284942,642795226604568576,1356070188,2015-09-12 20:21:39.000,232,7602,tweet,wowesports Tempo what that s right Pikkkkkkaboo in fire and jahmilli confident,California,-117.28253799999999,32.53962,0
337,1285622,642795345181675520,790415240,2015-09-12 20:22:07.000,194,1375,tweet,Perks to having a fire alarm go off at 4 am getting to watch the beautiful sunrise with my roommates http t co spo4ea8H0l,None,-119.06175800000001,34.126875,1
338,1287280,642795612799266817,2338717411,2015-09-12 20:23:11.000,311,1167,tweet,This year s cookoff winners are 1st Place Elk s Lodge 2nd Place Wild Fire 3rd Greek Council,None,-122.471871,37.63451110000001,0
340,1294069,642796689502285824,21170130,2015-09-12 20:27:28.000,134,252,tweet,LoscarKc ModestoFire thank you KC We are honored to assist with this terrible amp difficult fire,California,-121.15170400000001,37.7174412,0
341,1306148,642798685227618308,2892954990,2015-09-12 20:35:23.000,635,2332,tweet,Why chipotle taste so fire when you re eating off someone else s,None,-118.280798,34.6309445,0
343,1312909,642799800249790464,194851234,2015-09-12 20:39:49.000,99,3929,tweet,Containership Catches Fire at Port of Manila INCIDENT PHOTOS gCaptain http t co eGkaR9cF3X,Oregon,-116.323001,33.599493,0
345,1316285,642800352115458048,47113149,2015-09-12 20:42:01.000,1193,1747,tweet,Sacramento Bee photographer found a hot spot to send pictures from the Butte fire The espresso and https t co Ss1xoWG929,California,-124.482003,32.528832,1
346,1320034,642800982779236356,158813312,2015-09-12 20:44:31.000,483,52999,tweet,Ignorance on fire is better than knowledge on ice Yesterday s Fortune Cookie,None,-122.34266000000001,37.699279,0
349,1328527,642802323949907968,2164254937,2015-09-12 20:49:51.000,182,9370,tweet,blow a kiss fire a gun,California,-118.037975,33.873395,0
350,1328651,642802342241239040,2611045134,2015-09-12 20:49:55.000,373,2166,quote,FIRE https t co GoQdj3RXAL,None,-121.86066399999999,37.945646999999994,0
351,1335499,642803439848689664,51815545,2015-09-12 20:54:17.000,1125,1747,tweet,NYPD wins Wild Wild West LAPD Invitational Tournament defeating LA County Fire Department 13 3 NYPDnews champs http t co pU3vWexKBm,New York,-118.66840400000001,33.704538,0
356,1358923,642807371622821888,570237139,2015-09-12 21:09:54.000,96,2147,tweet,For the last two days I ve woken up to my car covered in ash from the Rough fire Today it s constant tanker flights It s bad up there,California,-119.93256799999999,36.648905,1
357,1359010,642807386403573760,2809687980,2015-09-12 21:09:58.000,45,791,tweet,Flareon s mix tape is some fire https t co x1xwadOmrC,California,-121.979522,37.697406,0
359,1362796,642808009140367360,171777564,2015-09-12 21:12:26.000,139,1261,tweet,Photo just taken of Butte fire by my sister in law kimmadsen_ as she and https t co ydtQr0fBTf,California,-124.482003,32.528832,1
361,1371088,642809404358660096,818717916,2015-09-12 21:17:59.000,717,47923,tweet,AA just requested 2 Air ambulances to Boggs Mountain and 2 Ground Ambulances to the fire,,-124.482003,32.528832,1
362,1372569,642809666989256704,234241324,2015-09-12 21:19:02.000,584,44755,tweet,Why did they really make the most fire shoe ever for this http t co COnlVNjmw3,None,-115.384091,36.129459000000004,0
366,1396413,642813728832884736,3023348179,2015-09-12 21:35:10.000,225,746,tweet,My new co worker lowkey fire,None,-118.0075327,34.054801,0
368,1400669,642814467194032129,2158053896,2015-09-12 21:38:06.000,387,13379,quote,I d be recording amp maddeesuunn would be the one on fire https t co E3d9C84vbE,None,-117.2779324,34.032777,0
369,1403550,642814962591768576,28390598,2015-09-12 21:40:04.000,18807,42874,tweet,Evacuees describe choosing what to save from California fire http t co rgFV1NDOvF,California,-119.172179,35.25582100000001,1
370,1415468,642816961861160962,386304404,2015-09-12 21:48:01.000,882,1311,tweet,HEADING OUT 2 firefighting strike teams from San Mateo Co going to fight Butte Fire http t co 7GoOuiEXiH,None,-122.2884385,37.533497,1
371,1416289,642817105579016192,36771787,2015-09-12 21:48:35.000,8173,13299,tweet,Firenados on the fire lines We are live with an update from the ButteFire coming up on NBCNightlyNews http t co Uv0KhBXPPY,None,-124.482003,32.528832,1
372,1419869,642817704085196800,398485251,2015-09-12 21:50:58.000,10,844,tweet,The library is extremely hot today or is it because I am sizzling fire lamejoke boredatwork ithinkitsoption2,None,-119.93256799999999,36.648905,0
373,1420657,642817839968063488,532477849,2015-09-12 21:51:30.000,780,1108,tweet,Sprinkles in Napa Just in time for my Sunday piece on fire danger badtiming http t co NyA3Btz9k8,California,-122.358011,38.243266999999996,1
376,1437443,642820619675942912,818717916,2015-09-12 22:02:33.000,724,47966,tweet,LNU New Veg fire Hwy 175 1acre MROS,,-124.482003,32.528832,0
379,1448659,642822462481149953,818717916,2015-09-12 22:09:52.000,726,47977,tweet,Fire has entered Boggs Mountain Forest state forest,,-124.482003,32.528832,1
380,1454626,642823441477865472,818717916,2015-09-12 22:13:46.000,727,47984,tweet,New fire in Eldorado County,,-124.482003,32.528832,1
382,1461440,642824565815574529,296021628,2015-09-12 22:18:14.000,351,20320,tweet,my mouth is on freakin fire omgg wingstop you never disappoint,California,-119.172179,35.25582100000001,0
384,1474345,642826677517553664,818717916,2015-09-12 22:26:37.000,727,48000,tweet,The Fire is threatening the Boggs Mountain Helitack base Fire is about cut the road of to it,,-124.482003,32.528832,1
